"","Code","Name","IPO_Date","Forty4","Days","FirstHslRe","PE","APS","Rate","Stage1","Stage2","Stage3","Stage4","Sector1","Sector2","Prediction","Corret","Error"
"320","603339.SH","四方冷链",2016-05-19,TRUE,14,11.1221065312795,18.99,5.71,0.0574,0,0,0,0,1,0,10.992969000592,FALSE,-3.00703099940795
"321","603959.SH","百利科技",2016-05-17,TRUE,17,14.5333748572615,22.96,3.43,0.0568,0,0,0,0,1,0,13.2236441173277,FALSE,-3.77635588267231
"322","603779.SH","威龙股份",2016-05-16,TRUE,20,11.306051665503,22.45,3.61,0.0532,0,0,0,0,1,0,12.3699039590702,FALSE,-7.63009604092975
"323","002797.SZ","第一创业",2016-05-11,TRUE,6,6.11129249650466,22.99,3.83,0.1239,0,0,0,0,0,0,10.1579596885021,FALSE,4.15795968850206
"324","002796.SZ","世嘉科技",2016-05-10,TRUE,11,13.2687587076229,22.33,6.05,0.0206,0,0,0,0,0,0,11.5403877628583,TRUE,0.540387762858293
"325","603101.SH","汇嘉时代",2016-05-06,TRUE,8,11.1094652644053,22.98,4.64,0.0605,0,0,0,0,1,0,11.5376509192341,FALSE,3.53765091923413
"326","300510.SZ","金冠电气",2016-05-06,TRUE,10,34.0624999999996,22.99,6.34,0.0391,0,0,0,0,0,1,13.9451301241981,FALSE,3.94513012419809
"327","300511.SZ","雪榕生物",2016-05-04,TRUE,9,32.7196579705083,22.98,8.05,0.0475,0,0,0,0,0,1,12.9703120784216,FALSE,3.97031207842158
"328","603528.SH","多伦科技",2016-05-03,TRUE,18,17.5686701115039,6.41,5.11,0.0588,0,0,0,0,1,0,12.5076714026742,FALSE,-5.49232859732581
"329","300507.SZ","苏奥传感",2016-04-29,TRUE,9,18.164977661545,22.99,10.35,0.0221,0,0,0,0,0,1,10.857089822513,FALSE,1.85708982251305
"330","603822.SH","嘉澳环保",2016-04-28,TRUE,11,15.1652892561983,22.97,8.06,0.0239,0,0,0,0,1,0,11.0672108152087,TRUE,0.0672108152086572
"331","002795.SZ","永和智控",2016-04-28,TRUE,9,13.398360040731,22.99,5.4,0.0349,0,0,0,0,0,0,11.7847577252878,FALSE,2.78475772528779
"332","603029.SH","天鹅股份",2016-04-27,TRUE,12,11.2481927710843,22.98,7.26,0.0448,0,0,0,0,1,0,10.4766582891959,FALSE,-1.52334171080408
"333","300509.SZ","新美星",2016-04-25,TRUE,11,19.8846689202625,22.98,6.79,0.0246,0,0,0,0,0,1,12.2596079604934,FALSE,1.25960796049344
"334","603726.SH","朗迪集团",2016-04-21,TRUE,12,14.9193548387097,19.23,7.14,0.0422,0,0,0,0,1,0,11.2280352614421,FALSE,-0.771964738557871
"335","300508.SZ","维宏股份",2016-04-19,TRUE,15,37.2870662460569,22.98,7.1,0.0319,0,0,0,0,0,1,13.9071482777785,FALSE,-1.09285172222152
"336","603868.SH","飞科电器",2016-04-18,TRUE,10,9.95433789954341,16.52,4.21,0.0633,0,0,0,0,1,0,11.5057383327657,TRUE,1.50573833276574
"337","002793.SZ","东音股份",2016-04-15,TRUE,14,15.7054906395276,14.64,5.97,0.0369,0,0,0,0,0,0,11.904039445304,FALSE,-2.09596055469597
"338","603701.SH","德宏股份",2016-04-12,TRUE,14,12.3270440251572,21.6,6.39,0.0271,0,0,0,0,1,0,11.1552041216272,FALSE,-2.84479587837276
"339","603798.SH","康普顿",2016-04-06,TRUE,13,20.3268558419384,17.47,6.62,0.0432,0,0,0,0,1,0,12.2537555357547,FALSE,-0.746244464245347
"340","603028.SH","赛福天",2016-03-31,TRUE,18,16.0890728380309,22.94,2.04,0.0612,0,0,0,0,1,0,15.3134955507142,FALSE,-2.68650444928578
"341","300474.SZ","景嘉微",2016-03-31,TRUE,20,23.6883043416775,21.25,5.9,0.0484,0,0,0,0,0,1,13.0017985272183,FALSE,-6.99820147278167
"342","002791.SZ","坚朗五金",2016-03-29,TRUE,7,12.7801786228753,21.68,10.21,0.0447,0,0,0,0,0,0,9.92332199021091,FALSE,2.92332199021091
"343","002792.SZ","通宇通讯",2016-03-28,TRUE,10,17.8571428571429,9.7361,10.74,0.0364,0,0,0,0,0,0,10.6231728487608,TRUE,0.623172848760776
"344","300506.SZ","名家汇",2016-03-24,TRUE,15,19.2307692307692,22.96,4.03,0.0484,0,0,0,0,0,1,13.6129326322436,TRUE,-1.38706736775639
"345","603861.SH","白云电器",2016-03-22,TRUE,9,9.98271830842767,22.97,4.25,0.074,0,0,0,0,1,0,11.4101916451837,FALSE,2.41019164518375
"346","300484.SZ","蓝海华腾",2016-03-22,TRUE,20,24.975984630163,19.83,8.42,0.0237,0,0,0,0,0,1,12.2530299566078,FALSE,-7.74697004339222
"347","601020.SH","华钰矿业",2016-03-16,TRUE,10,20.1550387596898,22.97,2.71,0.0713,0,0,0,0,1,0,14.9388843264293,FALSE,4.93888432642926
"348","300505.SZ","川金诺",2016-03-15,TRUE,11,15.4635761589405,22.98,6.03,0.0457,0,0,0,0,0,1,11.7688555013994,FALSE,0.768855501399432
"349","002789.SZ","建艺集团",2016-03-11,TRUE,7,10.1759486691062,22.99,12.06,0.037,0,0,0,0,0,0,9.09595862611622,FALSE,2.09595862611622
"350","603919.SH","金徽酒",2016-03-10,TRUE,7,11.7847101803061,18.47,5.28,0.0742,0,0,0,0,1,0,11.2331926153127,FALSE,4.23319261531269
"351","603520.SH","司太立",2016-03-09,TRUE,10,15.2276534186082,22.98,6.25,0.0487,0,0,0,0,1,0,11.604517088343,FALSE,1.60451708834299
"352","300503.SZ","昊志机电",2016-03-09,TRUE,14,18.1106925528832,22.98,6.22,0.0471,0,0,0,0,0,1,12.0926258310482,FALSE,-1.90737416895181
"353","002790.SZ","瑞尔特",2016-03-08,TRUE,8,7.67165324127349,19.78,7.7,0.0468,0,0,0,0,0,0,9.46333994252015,FALSE,1.46333994252015
"354","603027.SH","千禾味业",2016-03-07,TRUE,9,10.3640367923306,22.98,5.04,0.0533,0,0,0,0,1,0,11.1822615778941,TRUE,2.18226157789408
"355","300502.SZ","新易盛",2016-03-03,TRUE,11,20,18.58,11.47,0.0267,0,0,0,0,0,1,10.7895838017327,TRUE,-0.210416198267348
"356","603608.SH","天创时尚",2016-02-18,TRUE,8,11.9419281095928,22.98,5.12,0.0769,0,0,0,0,1,0,11.3324226737713,FALSE,3.33242267377128
"357","002788.SZ","鹭燕医药",2016-02-18,TRUE,8,18.4417975717822,22.97,9.69,0.045,0,0,0,0,0,0,10.9133469777298,FALSE,2.9133469777298
"358","601900.SH","南方传媒",2016-02-15,TRUE,10,12.460209856166,22.97,4.39,0.1329,0,0,0,0,1,0,11.4703332540923,TRUE,1.47033325409226
"359","603377.SH","东方时尚",2016-02-05,TRUE,10,3.79541210584645,21.74,3.35,0.0734,0,0,0,0,1,0,9.72946459005837,FALSE,-0.270535409941633
"360","300500.SZ","启迪设计",2016-02-04,TRUE,11,19.6437925615504,22.98,9.79,0.023,0,0,0,0,0,1,11.1945342365942,FALSE,0.194534236594192
"361","300501.SZ","海顺新材",2016-02-04,TRUE,11,20.2727272727271,22.99,9.73,0.0222,0,0,0,0,0,1,11.2967675958585,FALSE,0.296767595858519
"362","300499.SZ","高澜股份",2016-02-02,TRUE,13,12.153689122193,22.97,7.72,0.0231,0,0,0,0,0,1,10.6456583633157,TRUE,-2.35434163668426
"363","002778.SZ","高科石化",2016-01-06,TRUE,14,20.4587155963303,22.97,6.18,0.1924,0,0,0,0,0,0,11.3696870896929,FALSE,-2.63031291030712
"364","603299.SH","井神股份",2015-12-31,TRUE,14,17.6125244618395,22.92,3.47,0.2472,0,0,0,0,1,0,12.2269260069586,FALSE,-1.77307399304142
"365","603778.SH","乾景园林",2015-12-31,TRUE,10,14.5985401459854,19.57,9.72,0.1714,0,0,0,0,1,0,9.56165275681892,FALSE,-0.438347243181084
"366","002777.SZ","久远银海",2015-12-31,TRUE,17,20.6185567010309,17.72,5.28,0.1378,0,0,0,0,0,0,12.2449301230279,FALSE,-4.75506987697215
"367","002787.SZ","华源控股",2015-12-31,TRUE,10,19.6637059382156,22.86,6.15,0.2083,0,0,0,0,0,0,11.1706929788449,FALSE,1.17069297884488
"368","300490.SZ","华自科技",2015-12-31,TRUE,14,21.3675213675214,22.98,5.29,0.1691,0,0,0,0,0,1,12.0993726728934,FALSE,-1.90062732710658
"369","300491.SZ","通合科技",2015-12-31,TRUE,15,57.1428571428571,22.98,4.61,0.1751,0,0,0,0,0,1,15.5546679798037,FALSE,0.554667979803723
"370","300494.SZ","盛天网络",2015-12-31,TRUE,14,42.8571428571435,20.85,6.61,0.1854,0,0,0,0,0,1,13.2684545319611,TRUE,-0.731545468038876
"372","603508.SH","思维列控",2015-12-24,TRUE,12,24.388756783123,22.99,13.35,0.3997,0,0,0,0,1,0,8.61525743191317,FALSE,-3.38474256808683
"373","002785.SZ","万里石",2015-12-23,TRUE,23,23.1481481481481,22.9,3.05,0.1783,0,0,0,0,0,0,14.0073365614159,FALSE,-8.99266343858413
"374","002786.SZ","银宝山新",2015-12-23,TRUE,13,21.7656324909253,22.81,7.22,0.2366,0,0,0,0,0,0,10.7986567676368,FALSE,-2.20134323236321
"375","300492.SZ","山鼎设计",2015-12-23,TRUE,17,45.217391304347,22.96,3.35,0.1883,0,0,0,0,0,1,15.8189742395498,FALSE,-1.1810257604502
"376","603866.SH","桃李面包",2015-12-22,TRUE,11,11.7220312499999,22.98,3.56,0.408,0,0,0,0,1,0,10.0284241563735,TRUE,-0.971575843626509
"377","603996.SH","中新科技",2015-12-22,TRUE,14,20.0400000000002,22.96,6.49,0.2387,0,0,0,0,1,0,10.8643216477097,FALSE,-3.13567835229026
"378","002781.SZ","奇信股份",2015-12-22,TRUE,13,25.7128164104909,20.35,6.54,0.2683,0,0,0,0,0,0,11.2599887855129,TRUE,-1.74001121448715
"379","002782.SZ","可立克",2015-12-22,TRUE,17,25.3571428571428,22.97,4.36,0.2229,0,0,0,0,0,0,12.7460570220638,FALSE,-4.25394297793623
"380","300495.SZ","美尚生态",2015-12-22,TRUE,13,19.4186046511628,20.27,13.72,0.2913,0,0,0,0,0,1,8.69902175456238,FALSE,-4.30097824543762
"381","300497.SZ","富祥股份",2015-12-22,TRUE,15,10.9622411693058,21.79,7.55,0.1627,0,0,0,0,0,1,9.5854748295253,FALSE,-5.4145251704747
"382","603800.SH","道森股份",2015-12-10,TRUE,15,18.5053380782917,21.15,4.86,0.3156,0,0,0,0,1,0,10.9137813425255,FALSE,-4.08621865747447
"383","603999.SH","读者传媒",2015-12-10,TRUE,16,17.8041543026705,19.85,6.18,0.2545,0,0,0,0,1,0,10.6006944589457,FALSE,-5.39930554105432
"384","300493.SZ","润欣科技",2015-12-10,TRUE,22,30.0000000000003,22.97,3.71,0.147,0,0,0,0,0,1,14.4364453871801,FALSE,-7.56355461281989
"385","300496.SZ","中科创达",2015-12-10,TRUE,21,26.8788302333082,22.99,9.01,0.2368,0,0,0,0,0,1,10.7278294367817,FALSE,-10.2721705632183
"386","603398.SH","邦宝益智",2015-12-09,TRUE,20,21.4285714285713,22.99,5.16,0.2318,0,0,0,0,1,0,11.7134314522708,FALSE,-8.28656854772921
"387","603696.SH","安记食品",2015-12-09,TRUE,16,12.7118644067796,22.95,5.35,0.2761,0,0,0,0,1,0,10.0416240918363,FALSE,-5.95837590816366
"388","603936.SH","博敏电子",2015-12-09,TRUE,16,18.5176991150444,22.98,5.14,0.234,0,0,0,0,1,0,11.3298918465085,FALSE,-4.67010815349147
"389","002779.SZ","中坚科技",2015-12-09,TRUE,16,14.3790849673202,18.97,6.44,0.1621,0,0,0,0,0,0,10.5955805793803,FALSE,-5.40441942061974
"390","002780.SZ","三夫户外",2015-12-09,TRUE,23,18.0851063829787,22.95,5.05,0.1484,0,0,0,0,0,0,11.9393068763614,FALSE,-11.0606931236386
"391","002783.SZ","凯龙股份",2015-12-09,TRUE,15,6.26726726726739,22.98,14.56,0.218,0,0,0,0,0,0,6.95804966836939,FALSE,-8.04195033163061
"394","300480.SZ","光力科技",2015-07-02,TRUE,23,43.3880399924534,22.99,4.68,0.1599,0,0,0,1,0,1,12.3035797435278,FALSE,-10.6964202564722
"395","300487.SZ","蓝晓科技",2015-07-02,TRUE,10,18.018018018018,20.32,8,0.4727,0,0,0,1,0,1,7.28841938217459,FALSE,-2.71158061782541
"396","603838.SH","四通股份",2015-07-01,TRUE,5,27.3368317481144,22.96,4.34,0.2713,0,0,0,1,1,0,10.5357035189944,FALSE,5.53570351899443
"397","300488.SZ","恒锋工具",2015-07-01,TRUE,5,40.3548387096767,19.3,8.6,0.1512,0,0,0,1,0,1,10.4937223863492,FALSE,5.49372238634919
"398","300489.SZ","中飞股份",2015-07-01,TRUE,11,37.8333333333333,22.97,8.8667,0.4137,0,0,0,1,0,1,8.71485349951324,FALSE,-2.28514650048676
"399","603085.SH","天成自控",2015-06-30,TRUE,12,11.7370892018779,22.98,3.7,0.2724,0,0,0,1,1,0,9.04874955294972,FALSE,-2.95125044705028
"400","603223.SH","恒通股份",2015-06-30,TRUE,6,17.5459118025501,22.97,4.5,0.3463,0,0,0,1,1,0,9.01905759722577,FALSE,3.01905759722577
"401","603979.SH","金诚信",2015-06-30,TRUE,4,11.8363837978594,22.98,8.9,0.7811,0,0,0,1,1,0,5.32974935052095,TRUE,1.32974935052095
"402","002768.SZ","国恩股份",2015-06-30,TRUE,5,10.5814507168933,22.99,8.03,0.4373,0,0,0,1,0,0,6.60380099520733,FALSE,1.60380099520733
"403","002770.SZ","科迪乳业",2015-06-30,TRUE,5,14.8692419730006,20.81,3.71,0.4942,0,0,0,1,0,0,8.30473442032375,FALSE,3.30473442032375
"404","300481.SZ","濮阳惠成",2015-06-30,TRUE,6,20.2020202020202,22.95,4.69,0.4675,0,0,0,1,0,1,8.5452453353148,FALSE,2.5452453353148
"405","300482.SZ","万孚生物",2015-06-30,TRUE,14,40.7331975560082,18.56,8.23,0.3894,0,0,0,1,0,1,9.16111840433124,FALSE,-4.83888159566876
"406","300483.SZ","沃施股份",2015-06-30,TRUE,11,21.2328767123289,22.99,6.21,0.3154,0,0,0,1,0,1,8.87369730042151,TRUE,-2.12630269957849
"407","300486.SZ","东杰智能",2015-06-30,TRUE,5,26.30303030303,22.96,4.63,0.3668,0,0,0,1,0,1,9.68664609377783,FALSE,4.68664609377783
"408","603116.SH","红蜻蜓",2015-06-29,TRUE,5,7.93522267206448,22.94,6.47,0.7693,0,0,0,1,1,0,5.30333183147135,FALSE,0.303331831471351
"409","603117.SH","万林股份",2015-06-29,TRUE,7,21.2765957446809,22.98,3.13,0.3062,0,0,0,1,1,0,10.5507627635833,FALSE,3.5507627635833
"410","603589.SH","口子窖",2015-06-29,TRUE,5,11.5384615384615,22.98,5.28,0.6946,0,0,0,1,1,0,6.35175425050435,TRUE,1.35175425050435
"411","002769.SZ","普路通",2015-06-29,TRUE,7,12.5,19.64,11.65,0.4091,0,0,0,1,0,0,6.37316891184136,TRUE,-0.626831088158643
"412","002771.SZ","真视通",2015-06-29,TRUE,15,22.4693854623076,22.98,6.09,0.188,0,0,0,1,0,0,9.77743057520443,FALSE,-5.22256942479557
"413","002775.SZ","文科园林",2015-06-29,TRUE,6,11.1520017843203,22.98,8.37,0.4852,0,0,0,1,0,0,6.42038502616334,TRUE,0.420385026163337
"414","601211.SH","国泰君安",2015-06-26,TRUE,3,7.37399653204556,22.99,9.4,1.5742,0,0,0,1,1,0,2.8823832146945,FALSE,-0.117616785305504
"415","002772.SZ","众兴菌业",2015-06-26,TRUE,7,16.6287219320566,22.98,6.19,0.2191,0,0,0,1,0,0,8.92577052879855,FALSE,1.92577052879855
"416","002773.SZ","康弘药业",2015-06-26,TRUE,7,15.6701030927836,22.98,4.87,0.2304,0,0,0,1,0,0,9.27157750179142,FALSE,2.27157750179142
"417","002776.SZ","柏堡龙",2015-06-26,TRUE,6,12.7946127946128,22.98,9.22,0.6035,0,0,0,1,0,0,6.00765488235122,FALSE,0.00765488235122369
"418","300485.SZ","赛升药业",2015-06-26,TRUE,6,16.5745856353592,22.99,14.4,0.3663,0,0,0,1,0,1,6.62391858308532,TRUE,0.623918583085318
"419","601368.SH","绿城水务",2015-06-12,TRUE,10,71.3592233009702,22.96,3.24,0.2955,0,0,0,1,1,0,13.8303400554745,FALSE,3.83034005547447
"420","002765.SZ","蓝黛传动",2015-06-12,TRUE,10,46.8426267903791,22.98,4.48,0.2883,0,0,0,1,0,0,11.6774686323673,TRUE,1.67746863236735
"421","002767.SZ","先锋电子",2015-06-12,TRUE,10,43.1034482758621,22.43,6.11,0.3477,0,0,0,1,0,0,10.2397753220619,FALSE,0.239775322061886
"422","300470.SZ","日机密封",2015-06-12,TRUE,10,32.5365853658538,21.84,14.04,0.3336,0,0,0,1,0,1,7.91761685702827,FALSE,-2.08238314297173
"423","300473.SZ","德尔股份",2015-06-12,TRUE,9,73.5294117647059,22.99,14,0.5936,0,0,0,1,0,1,8.09376522366746,TRUE,-0.906234776332537
"424","300479.SZ","神思电子",2015-06-12,TRUE,14,133.333333333333,22.96,4.58,0.276,0,0,0,1,0,1,14.8119105865159,FALSE,0.811910586515856
"425","601968.SH","宝钢包装",2015-06-11,TRUE,13,48.1139260969966,22.93,2.35,0.453,0,0,0,1,1,0,12.4050608956549,FALSE,-0.594939104345093
"426","603066.SH","音飞储存",2015-06-11,TRUE,11,43.859649122807,20.98,6.68,0.2574,0,0,0,1,1,0,10.6420029308047,FALSE,-0.357997069195266
"427","603616.SH","韩建河山",2015-06-11,TRUE,11,27.787878787879,20.64,5.57,0.3292,0,0,0,1,1,0,9.59787783569103,FALSE,-1.40212216430897
"428","002760.SZ","凤形股份",2015-06-11,TRUE,11,61.1111111111125,22.97,6.16,0.345,0,0,0,1,0,0,11.0735704927449,FALSE,0.0735704927449046
"429","002766.SZ","索菱股份",2015-06-11,TRUE,13,34.6969696969696,22.82,4.92,0.3153,0,0,0,1,0,0,10.4900655627714,FALSE,-2.50993443722859
"430","300469.SZ","信息发展",2015-06-11,TRUE,15,43.6829714883605,22.98,4.54,0.2555,0,0,0,1,0,1,11.6950443647742,FALSE,-3.30495563522582
"431","300471.SZ","厚普股份",2015-06-11,TRUE,9,26.909090909091,21.85,18.2,0.5263,0,0,0,1,0,1,6.31476049133681,FALSE,-2.68523950866319
"432","300472.SZ","新元科技",2015-06-11,TRUE,11,30.3035811670605,22.99,5.25,0.3514,0,0,0,1,0,1,9.79246445280848,FALSE,-1.20753554719152
"433","300476.SZ","胜宏科技",2015-06-11,TRUE,11,60.114754098359,22.97,7.63,0.461,0,0,0,1,0,1,9.74104806051844,TRUE,-1.25895193948156
"434","601985.SH","中国核电",2015-06-10,TRUE,12,52.503177717386,22.29,2.28,1.6319,0,0,0,1,1,0,6.10775847139043,FALSE,-5.89224152860957
"435","002761.SZ","多喜爱",2015-06-10,TRUE,12,25.4237288135595,22.75,4.96,0.2278,0,0,0,1,0,0,10.3093362306322,FALSE,-1.69066376936779
"436","002762.SZ","金发拉比",2015-06-10,TRUE,11,24.2857142857145,18.71,11.5,0.2948,0,0,0,1,0,0,7.97312380384552,FALSE,-3.02687619615448
"437","002763.SZ","汇洁股份",2015-06-10,TRUE,11,24.3243243243244,21.72,6.39,0.3665,0,0,0,1,0,0,8.80082255806868,FALSE,-2.19917744193132
"438","300464.SZ","星徽精密",2015-06-10,TRUE,12,39.7499999999992,22.67,5.28,0.2816,0,0,0,1,0,1,10.8575121886274,FALSE,-1.14248781137264
"439","300475.SZ","聚隆科技",2015-06-10,TRUE,12,34.0136054421769,13.33,4.95,0.2734,0,0,0,1,0,1,10.7039531426475,FALSE,-1.29604685735254
"440","300477.SZ","合纵科技",2015-06-10,TRUE,12,40.6249999999994,15.38,6.12,0.2364,0,0,0,1,0,1,10.8264830745994,FALSE,-1.17351692540061
"441","300478.SZ","杭州高新",2015-06-10,TRUE,12,83.3500000000001,22.99,6.84,0.271,0,0,0,1,0,1,12.1227879467869,TRUE,0.122787946786909
"442","603026.SH","石大胜华",2015-05-29,TRUE,14,27.8461538461537,32.55,6.32,0.2956,0,0,1,0,1,0,16.5695693549424,FALSE,2.56956935494243
"443","603300.SH","华铁科技",2015-05-29,TRUE,14,36.9854014598543,22.98,4.96,0.3722,0,0,1,0,1,0,17.8623501534047,TRUE,3.86235015340472
"444","603901.SH","永创智能",2015-05-29,TRUE,13,17.7304964539007,22.91,7.59,0.3499,0,0,1,0,1,0,13.8386489795381,TRUE,0.838648979538128
"445","603198.SH","迎驾贡酒",2015-05-28,TRUE,12,24.0963855421687,19.4,4.3,0.7001,0,0,1,0,1,0,13.6869250240382,FALSE,1.68692502403815
"446","603568.SH","伟明环保",2015-05-28,TRUE,14,26.6279069767445,22.97,3.15,0.4607,0,0,1,0,1,0,17.5335147322511,FALSE,3.53351473225106
"447","603669.SH","灵康药业",2015-05-28,TRUE,14,43.6241610738254,22.98,4.14,0.4139,0,0,1,0,1,0,18.8754406094147,FALSE,4.87544060941474
"448","603918.SH","金桥信息",2015-05-28,TRUE,19,37.9310344827591,22.99,4.96,0.2131,0,0,1,0,1,0,19.8389505319492,FALSE,0.838950531949195
"449","002759.SZ","天际股份",2015-05-28,TRUE,14,17.3913043478261,20.16,5.37,0.3144,0,0,1,0,0,0,15.3260921545076,FALSE,1.32609215450763
"450","300463.SZ","迈克生物",2015-05-28,TRUE,6,57.6923076923088,22.99,9.62,0.3221,0,0,1,0,0,1,17.3338411206066,FALSE,11.3338411206066
"451","300465.SZ","高伟达",2015-05-28,TRUE,20,58.4912280701762,22.93,5.19,0.295,0,0,1,0,0,1,20.5528391344705,FALSE,0.552839134470499
"452","300466.SZ","赛摩电气",2015-05-28,TRUE,15,45.5788514129444,22.99,5.46,0.3097,0,0,1,0,0,1,19.0168172770608,FALSE,4.01681727706076
"453","603023.SH","威帝股份",2015-05-27,TRUE,15,19.6078431372549,14.46,4.71,0.2644,0,0,1,0,1,0,16.7718887708756,FALSE,1.77188877087559
"454","603108.SH","润达医疗",2015-05-27,TRUE,15,22.4761904761904,22.97,8.89,0.2799,0,0,1,0,1,0,14.6731034491121,FALSE,-0.32689655088789
"455","603598.SH","引力传媒",2015-05-27,TRUE,19,43.8684210526309,22.96,3.98,0.1691,0,0,1,0,1,0,22.2304015767634,FALSE,3.23040157676343
"456","603885.SH","吉祥航空",2015-05-27,TRUE,17,28.813559322034,22.98,4.79,0.3059,0,0,1,0,1,0,17.749451003446,FALSE,0.749451003445984
"457","002757.SZ","南兴装备",2015-05-27,TRUE,15,18.5986394557822,22.98,6.11,0.3238,0,0,1,0,0,0,14.989511540022,FALSE,-0.0104884599780064
"458","002758.SZ","华通医药",2015-05-27,TRUE,15,25,22.98,8.93,0.2564,0,0,1,0,0,0,15.234166060288,FALSE,0.23416606028804
"459","300462.SZ","华铭智能",2015-05-27,TRUE,15,41,22.97,6.85,0.3549,0,0,1,0,0,1,17.0822302213664,FALSE,2.0822302213664
"460","300467.SZ","迅游科技",2015-05-27,TRUE,20,66.6666666666667,22.99,10.03,0.1967,0,0,1,0,0,1,19.1687547517687,FALSE,-0.831245248231319
"461","300468.SZ","四方精创",2015-05-27,TRUE,17,48.0769230769231,22.98,7.57,0.2715,0,0,1,0,0,1,18.202731795762,FALSE,1.20273179576195
"462","002753.SZ","永东股份",2015-05-19,TRUE,14,16.4666666666667,22.99,8.12,0.4134,0,0,1,0,0,0,12.8681558746031,TRUE,-1.13184412539694
"463","300461.SZ","田中精机",2015-05-19,TRUE,21,23.1666666666668,22.98,4.37,0.1236,0,0,1,0,0,1,19.3627601414093,TRUE,-1.63723985859073
"464","603022.SH","新通联",2015-05-18,TRUE,15,32.258064516129,22.98,3.41,0.3608,0,0,1,0,1,0,19.1117322307202,FALSE,4.11173223072015
"465","603311.SH","金海环境",2015-05-18,TRUE,21,18.2291666666666,22.99,2.55,0.2996,0,0,1,0,1,0,18.7427483996554,FALSE,-2.25725160034458
"466","603566.SH","普莱柯",2015-05-18,TRUE,15,9.95767986059248,18.89,7.77,0.5059,0,0,1,0,1,0,10.9632390336272,FALSE,-4.03676096637278
"467","603968.SH","醋化股份",2015-05-18,TRUE,14,18.6569343065694,22.98,9.6,0.5811,0,0,1,0,1,0,11.443751474837,FALSE,-2.55624852516298
"468","300450.SZ","先导智能",2015-05-18,TRUE,20,80.9523809523782,22.98,9.06,0.4745,0,0,1,0,0,1,17.2607367345217,FALSE,-2.73926326547828
"469","603227.SH","雪峰科技",2015-05-15,TRUE,21,23.8005780346823,22.95,2.49,0.2977,0,0,1,0,1,0,20.0419120066686,FALSE,-0.958087993331393
"470","603718.SH","海利生物",2015-05-15,TRUE,20,21.8743164276118,21.28,3.45,0.3078,0,0,1,0,1,0,18.0489382829642,FALSE,-1.95106171703576
"471","603989.SH","艾华集团",2015-05-15,TRUE,14,39.1144488774153,22.99,8.8,0.6409,0,0,1,0,1,0,13.3027252794246,FALSE,-0.697274720575351
"472","002755.SZ","东方新星",2015-05-15,TRUE,20,13.0048755452912,20.49,4.91,0.316,0,0,1,0,0,0,14.6574465702671,FALSE,-5.34255342973293
"473","002756.SZ","永兴特钢",2015-05-15,TRUE,14,11.5550830810474,17.97,13.51,0.4784,0,0,1,0,0,0,10.0788876654169,FALSE,-3.92111233458309
"474","300452.SZ","山河药辅",2015-05-15,TRUE,20,20.7365033964965,22.99,7.02,0.2958,0,0,1,0,0,1,15.1120489865642,FALSE,-4.8879510134358
"475","300453.SZ","三鑫医疗",2015-05-15,TRUE,17,24.825,22.98,6.05,0.4126,0,0,1,0,0,1,15.1704737494741,FALSE,-1.82952625052586
"476","300455.SZ","康拓红外",2015-05-15,TRUE,22,40.6976744186039,18.11,3.86,0.3459,0,0,1,0,0,1,19.7216656574617,FALSE,-2.27833434253832
"477","300458.SZ","全志科技",2015-05-15,TRUE,21,48.1927710843373,19.89,8.93,0.4332,0,0,1,0,0,1,15.8152135845747,FALSE,-5.18478641542528
"478","300459.SZ","金科娱乐",2015-05-15,TRUE,17,27.7283666422519,22.97,5.54,0.3281,0,0,1,0,0,1,16.7504462442772,FALSE,-0.249553755722751
"479","300460.SZ","惠伦晶体",2015-05-15,TRUE,17,29.1291707046935,22.96,3.62,0.3389,0,0,1,0,0,1,18.6610994857822,FALSE,1.6610994857822
"480","300451.SZ","创业软件",2015-05-14,TRUE,28,29.8245614035087,22.98,8.01,0.2018,0,0,1,0,0,1,16.8409890140832,FALSE,-11.1590109859168
"481","300456.SZ","耐威科技",2015-05-14,TRUE,21,27.272727272727,22.98,6.31,0.3864,0,0,1,0,0,1,15.5897847253327,FALSE,-5.41021527466731
"482","300457.SZ","赢合科技",2015-05-14,TRUE,18,67.2413793103442,20.34,5.86,0.3304,0,0,1,0,0,1,20.1401640161095,FALSE,2.14016401610946
"483","603355.SH","莱克电气",2015-05-13,TRUE,16,16.5991902834009,22.99,5.64,0.3951,0,0,1,0,1,0,14.2500525130096,FALSE,-1.74994748699038
"484","603599.SH","广信股份",2015-05-13,TRUE,16,12.3842105263159,20.62,11.11,0.3158,0,0,1,0,1,0,11.883381821042,FALSE,-4.11661817895796
"485","300414.SZ","中光防雷",2015-05-13,TRUE,19,24.5000000000001,13.24,7.09,0.2996,0,0,1,0,0,1,15.6152321909608,FALSE,-3.38476780903925
"486","600959.SH","江苏有线",2015-04-28,TRUE,21,23.7107055622852,22.98,3.95,1.239,0,0,1,0,1,0,9.94678666947132,FALSE,-11.0532133305287
"487","603789.SH","星光农机",2015-04-27,TRUE,7,16.8918918918919,21.19,5.15,0.6635,0,0,1,0,1,0,12.3711941813214,FALSE,5.37119418132137
"488","603315.SH","福鞍股份",2015-04-24,TRUE,8,8.19672131147541,22.91,5.83,0.4717,0,0,1,0,1,0,11.4966558877301,FALSE,3.49665588773006
