"","Date","Close","ChgPer","Vol","Amt","Hsl"
"1","1999-08-24",14.74,88.010204081633,45607554,694815547,59.617717647059
"2","1999-08-25",15.01,1.831750339213,13944650,211802645,18.228300653595
"3","1999-08-26",14.95,-0.39973351099267,6031988,90152212,7.8849516339869
"4","1999-08-27",14.82,-0.8695652173913,3979800,59135541,5.2023529411765
"5","1999-08-30",14.73,-0.60728744939271,2559120,38128819,3.3452549019608
"6","1999-08-31",14.55,-1.2219959266802,4492526,65277722,5.8725830065359
"7","1999-09-01",14.35,-1.3745704467354,1705810,24726669,2.2298169934641
"8","1999-09-02",14.63,1.9512195121951,1790575,25823088,2.3406209150327
"9","1999-09-03",14.35,-1.9138755980861,1268972,18427433,1.6587869281046
"10","1999-09-06",14.06,-2.0209059233449,1389494,19580206,1.8163320261438
"11","1999-09-07",14.42,2.5604551920341,1264464,18097652,1.6528941176471
"12","1999-09-08",14.36,-0.41608876560333,679895,9807118,0.88875163398693
"13","1999-09-09",15.25,6.1977715877437,6753900,102159710,8.8286274509804
"14","1999-09-10",15.59,2.2295081967213,8746786,137657552,11.433707189542
"15","1999-09-13",15.73,0.89801154586274,4379544,69383806,5.7248941176471
"16","1999-09-14",15.4,-2.0979020979021,2637663,40973222,3.4479254901961
"17","1999-09-15",15.4,0,1971255,30503348,2.5768039215686
"18","1999-09-16",15.34,-0.38961038961039,1504150,23192568,1.9662091503268
"19","1999-09-17",15.4,0.39113428943938,1244033,19208432,1.6261869281046
"20","1999-09-20",15.2,-1.2987012987013,951430,14513243,1.2436993464052
"21","1999-09-21",15.27,0.46052631578948,790610,11999855,1.033477124183
"22","1999-09-22",15.06,-1.3752455795678,772960,11686706,1.0104052287582
"23","1999-09-23",14.95,-0.73041168658699,1233170,18533455,1.6119869281046
"24","1999-09-24",15.16,1.4046822742475,549900,8367934,0.71882352941176
"25","1999-09-27",15.24,0.52770448548813,554872,8417808,0.72532287581699
"26","1999-09-28",14.95,-1.9028871391076,527150,7948519,0.68908496732026
"27","1999-09-29",14.98,0.20066889632108,575700,8673913,0.75254901960784
"28","1999-09-30",14.96,-0.13351134846462,649929,9773309,0.84958039215686
"29","1999-10-08",14.68,-1.8716577540107,484982,7174470,0.63396339869281
"30","1999-10-11",14.64,-0.27247956403269,403989,5918414,0.52809019607843
"31","1999-10-12",14.93,1.9808743169399,429492,6347759,0.56142745098039
"32","1999-10-13",14.63,-2.0093770931011,393210,5785188,0.514
"33","1999-10-14",14.57,-0.41011619958989,295330,4330333,0.3860522875817
"34","1999-10-15",14.86,1.990391214825,500350,7459870,0.6540522875817
"35","1999-10-18",14.18,-4.5760430686406,982128,14112655,1.2838274509804
"36","1999-10-19",14.22,0.28208744710861,507899,7227261,0.66392026143791
"37","1999-10-20",14.4,1.2658227848101,397405,5723845,0.51948366013072
"38","1999-10-21",14.1,-2.0833333333333,778511,10981833,1.0176614379085
"39","1999-10-22",14.49,2.7659574468085,968220,14064888,1.2656470588235
"40","1999-10-25",14.62,0.89717046238785,564960,8226801,0.66465882352941
"41","1999-10-26",14.63,0.068399452804388,486853,7177302,0.57276823529412
"42","1999-10-27",15.05,2.8708133971292,1383224,20724800,1.6273223529412
"43","1999-10-28",14.7,-2.3255813953488,688000,10192584,0.80941176470588
"44","1999-10-29",14.51,-1.2925170068027,539540,7874081,0.63475294117647
"45","1999-11-01",14.42,-0.62026188835286,397020,5726878,0.46708235294118
"46","1999-11-02",14.4,-0.13869625520111,192450,2766560,0.22641176470588
"47","1999-11-03",14.12,-1.9444444444445,894770,12675892,1.0526705882353
"48","1999-11-04",14.26,0.9915014164306,445110,6324317,0.52365882352941
"49","1999-11-05",14.28,0.14025245441795,284650,4076744,0.33488235294118
"50","1999-11-08",14.36,0.56022408963585,226904,3253245,0.26694588235294
"51","1999-11-09",14.28,-0.55710306406685,344359,4940117,0.40512823529412
"52","1999-11-10",14.22,-0.42016806722688,375642,5328459,0.44193176470588
"53","1999-11-11",14.07,-1.0548523206751,595500,8392540,0.70058823529412
"54","1999-11-12",14.05,-0.14214641080312,397350,5607318,0.46747058823529
"55","1999-11-15",14.25,1.423487544484,265225,3750485,0.31202941176471
"56","1999-11-16",14.11,-0.98245614035088,417995,5916498,0.49175882352941
"57","1999-11-17",14.38,1.9135364989369,327800,4670442,0.38564705882353
"58","1999-11-18",14.48,0.69541029207232,892880,12974153,1.0504470588235
"59","1999-11-19",14.34,-0.96685082872929,287010,4133861,0.33765882352941
"60","1999-11-22",14.2,-0.97629009762901,238050,3385960,0.28005882352941
"61","1999-11-23",14.68,3.3802816901408,2112636,30576359,2.4854541176471
"62","1999-11-24",14.56,-0.81743869209809,529918,7718444,0.62343294117647
"63","1999-11-25",14.52,-0.27472527472528,371230,5384385,0.43674117647059
"64","1999-11-26",14.8,1.9283746556474,1336231,19592266,1.5720364705882
"65","1999-11-29",14.75,-0.33783783783784,634699,9381497,0.74670470588235
"66","1999-11-30",14.63,-0.81355932203389,387110,5683642,0.45542352941176
"67","1999-12-01",14.68,0.34176349965823,703269,10339558,0.82737529411765
"68","1999-12-02",14.48,-1.3623978201635,396612,5785022,0.46660235294118
