"","Date","Close","ChgPer","Vol","Amt","Hsl"
"1","2015-05-18",28.2,44.024514811032,13700,386340,0.053599374021909
"2","2015-05-19",31.02,10,8000,248160,0.031298904538341
"3","2015-05-20",34.12,9.993552546744,1700,58004,0.0066510172143975
"4","2015-05-21",37.53,9.9941383352872,3700,138861,0.014475743348983
"5","2015-05-22",41.28,9.9920063948841,4500,185760,0.017605633802817
"6","2015-05-25",45.41,10.00484496124,8300,376903,0.032472613458529
"7","2015-05-26",49.95,9.9977978418851,10566,527772,0.041338028169014
"8","2015-05-27",54.95,10.01001001001,8100,445095,0.03169014084507
"9","2015-05-28",60.45,10.009099181074,44100,2665845,0.17253521126761
"10","2015-05-29",66.5,10.008271298594,111200,7394800,0.43505477308294
"11","2015-06-01",73.15,10,28200,2062830,0.11032863849765
"12","2015-06-02",80.47,10.006835269993,59100,4755777,0.231220657277
"13","2015-06-03",88.52,10.003728097428,254310,22511521,0.99495305164319
"14","2015-06-04",97.37,9.9977406235879,10443243,997962569,40.857758215962
"15","2015-06-05",90.87,-6.675567423231,12991392,1173633878,50.827042253521
"16","2015-06-08",81.78,-10.00330141961,4599343,380418080,17.994299687011
"17","2015-06-09",74.42,-8.9997554414282,7737192,584690098,30.270704225352
"18","2015-06-10",81.86,9.9973125503897,5591460,438322149,21.875821596244
"19","2015-06-11",90.05,10.0048863914,5655430,496283364,22.126095461659
"20","2015-06-12",82.88,-7.9622431982232,11195131,1025647213,43.799417057903
"21","2015-06-15",74.59,-10.002413127413,7040656,536381914,27.545602503912
"22","2015-06-16",75.41,1.0993430754793,4163366,310912780,16.288599374022
"23","2015-06-17",75.62,0.27847765548337,3403883,252865638,13.317226134585
"24","2015-06-18",68.06,-9.9973551970378,4587320,324151978,17.947261345853
"25","2015-06-19",61.67,-9.3887746106377,3309975,214873083,12.949823943662
"26","2015-06-23",64.44,4.4916491000486,3147006,199205900,12.312230046948
"27","2015-06-24",63.86,-0.90006207324643,3494440,223145259,13.67151799687
"28","2015-06-25",59.64,-6.6082054494206,2549016,157467869,9.972676056338
"29","2015-06-26",53.68,-9.9932930918846,3054044,167905330,11.948528951487
"30","2015-06-29",48.32,-9.9850968703428,3514154,178926496,13.748646322379
"31","2015-06-30",52.39,8.4230132450331,4023455,194992974,15.741216744914
"32","2015-07-01",49.01,-6.4516129032258,3866159,203131121,15.125817683881
"33","2015-07-02",47.57,-2.938175882473,2863133,138837272,11.201615805947
"34","2015-07-03",44.87,-5.6758461215052,2731709,126010864,10.687437402191
"35","2015-07-06",49.36,10.006685981725,5600789,271958945,21.912320031299
"36","2015-07-07",44.42,-10.008103727715,3364380,152988096,13.162676056338
"37","2015-07-08",39.98,-9.995497523638,769300,30756614,3.0097809076682
"38","2015-07-09",43.98,10.005002501251,3304968,137725520,12.930234741784
"39","2015-07-10",48.38,10.004547521601,2145490,102360538,8.3939358372457
"40","2015-07-13",53.22,10.004133939644,4207558,220608181,16.461494522692
"41","2015-07-14",54.81,2.9875986471251,6426664,351460657,25.143442879499
"42","2015-07-15",49.33,-9.9981755154169,2996649,150835715,11.723978873239
"43","2015-07-16",48.05,-2.5947699168863,3052110,145568541,11.940962441315
"44","2015-07-17",50.63,5.369406867846,2933733,146276065,11.477828638498
"45","2015-07-20",50.21,-0.8295476989927,2974449,150556003,11.637124413146
"46","2015-07-21",51.8,3.1666998605855,3327760,168192693,13.019405320814
"47","2015-07-22",52.44,1.2355212355212,3291212,171552474,12.87641627543
"48","2015-07-23",57.68,9.9923722349352,6097663,336981933,23.856271517997
"49","2015-07-24",54.76,-5.0624133148405,6049635,346441280,23.668368544601
"50","2015-07-27",49.28,-10.007304601899,4359403,231510367,17.055567292645
"51","2015-07-28",45.62,-7.4269480519481,3891855,178509552,15.226349765258
"52","2015-07-29",49.9,9.3818500657606,3141946,147766940,12.292433489828
"53","2015-07-30",51.45,3.1062124248497,4932679,252217978,19.29843114241
"54","2015-07-31",56.6,10.009718172983,4892322,272644449,19.140539906103
"55","2015-08-03",62.26,10,11458799,707123801,44.83098200313
"56","2015-08-04",59.47,-4.4812078380983,11183081,657635354,43.752273082942
"57","2015-08-05",62.72,5.4649403060367,9244089,566887282,36.166232394366
"58","2015-08-06",57.87,-7.7327806122449,5711746,337402205,22.346424100156
"59","2015-08-07",58.72,1.4688094003802,3972593,234086706,15.542226134585
"60","2015-08-10",61.26,4.3256130790191,5849703,353853848,22.886161971831
"61","2015-08-11",61.77,0.83251714005877,4984984,311175802,19.503067292645
"62","2015-08-12",58.39,-5.4719119313583,4088585,243195954,15.996028951487
"63","2015-08-13",60.2,3.0998458640178,3070537,178985527,12.013055555556
"64","2015-08-14",60.63,0.71428571428571,3513267,212419606,13.745176056338
"65","2015-08-17",60.56,-0.11545439551377,3596433,221287961,14.070551643192
"66","2015-08-18",55.02,-9.1479524438573,4471599,258476370,17.494518779343
"67","2015-08-19",60.22,9.4511086877499,4336698,248923595,16.966737089202
"68","2015-08-20",57.01,-5.3304549983394,2802604,162938576,10.964804381847
"69","2015-08-21",51.82,-9.1036660235046,2794285,150535403,10.93225743349
"70","2015-08-24",46.64,-9.9961404862987,2051392,96962097,8.0257902973396
"71","2015-08-25",41.98,-9.991423670669,3035356,133235116,11.875414710485
"72","2015-08-26",43.86,4.4783230109576,3777068,168068563,14.777261345853
