"","Date","Close","ChgPer","Vol","Amt","Hsl"
"1","2010-07-13",20.15,7.1808510638298,18564409,369505141.1,74.856487903226
"2","2010-07-14",20.43,1.3895781637717,13064998,263794520.9,52.681443548387
"3","2010-07-15",18.96,-7.1953010279001,7209533,139647511.76,29.070697580645
"4","2010-07-16",18.26,-3.6919831223629,4634177,84916328.42,18.686197580645
"5","2010-07-19",18.51,1.3691128148959,2701202,49503425.22,10.891943548387
"6","2010-07-20",18.78,1.4586709886548,3283772,61378867.22,13.241016129032
"7","2010-07-21",19.07,1.5441959531416,4151184,78985359.1,16.73864516129
"8","2010-07-22",19.03,-0.20975353959098,2842636,53818837.9,11.462241935484
"9","2010-07-23",18.86,-0.89332632685235,3092012,58170932.98,12.467790322581
"10","2010-07-26",19.25,2.067868504772,3647835,69486312.4,14.709012096774
"11","2010-07-27",18.96,-1.5064935064935,2108088,40208824.31,8.5003548387097
"12","2010-07-28",19.31,1.8459915611814,3510797,67302919.38,14.156439516129
"13","2010-07-29",19.47,0.82858622475401,3644301,70523937.21,14.694762096774
"14","2010-07-30",19.37,-0.5136106831022,2449727,47310174.77,9.8779314516129
"15","2010-08-02",19.81,2.2715539494063,4270857,84649088.21,17.221197580645
"16","2010-08-03",19.45,-1.8172640080767,3285885,64578021.58,13.249536290323
"17","2010-08-04",20.12,3.4447300771208,3574614,70489399.13,14.413766129032
"18","2010-08-05",19.87,-1.2425447316103,2807894,56130433.34,11.322153225806
"19","2010-08-06",20,0.65425264217413,2492451,49553634.47,10.050205645161
"20","2010-08-09",20.29,1.45,3035421,61330901.27,12.239600806452
"21","2010-08-10",19.48,-3.9921143420404,2824875,56421608.85,11.390625
"22","2010-08-11",19.69,1.0780287474333,1855242,36415399.34,7.480814516129
"23","2010-08-12",19.62,-0.35551041137633,2062018,40690185.54,8.3145887096774
"24","2010-08-13",19.89,1.3761467889908,1526981,30210911.24,6.1571814516129
"25","2010-08-16",20.21,1.6088486676722,2447077,49174311.35,9.8672459677419
"26","2010-08-17",20.24,0.14844136566055,2108436,42449356.47,8.5017580645161
"27","2010-08-18",20.46,1.0869565217391,3237411,65734073.16,13.054076612903
"28","2010-08-19",20.8,1.6617790811339,4319560,89896706.56,17.417580645161
"29","2010-08-20",21.25,2.1634615384615,6150273,131593287.11,24.799487903226
"30","2010-08-23",21.25,NA,NA,NA,NA
"31","2010-08-24",22.22,4.5647058823529,5488711,120484746.41,22.131899193548
"32","2010-08-25",22.36,0.63006300630063,4329105,95868927,17.456068548387
"33","2010-08-26",22.3,-0.26833631484794,3070257,68110572.42,12.380068548387
"34","2010-08-27",22.26,-0.17937219730941,3146319,69377477.97,12.68677016129
"35","2010-08-30",22.54,1.2578616352201,3821092,85340476.58,15.407629032258
"36","2010-08-31",23.28,3.2830523513753,4484305,103819434,18.081875
"37","2010-09-01",22.34,-4.0378006872852,4528834,101907009.44,18.261427419355
"38","2010-09-02",22.97,2.8200537153089,3043919,69721334.34,12.273866935484
"39","2010-09-03",23.14,0.74009577710057,2857272,65461567.64,11.521258064516
"40","2010-09-06",23.1,-0.17286084701815,2655720,60715242.82,10.708548387097
"41","2010-09-07",23.09,-0.04329004329005,1733575,39920588.16,6.9902217741935
"42","2010-09-08",23.25,0.69294066695539,2366801,54443510.16,9.5435524193548
"43","2010-09-09",22.43,-3.5268817204301,2084519,47729509.05,8.4053185483871
"44","2010-09-10",22.42,-0.04458314757021,2085604,46189358.57,8.4096935483871
"45","2010-09-13",22.5,0.35682426404995,1423839,32051301.12,5.7412862903226
"46","2010-09-14",22.29,-0.93333333333334,1369283,30792389.91,5.5213024193548
"47","2010-09-15",21.05,-5.5630327501122,2478028,53314333.28,9.9920483870968
"48","2010-09-16",20.14,-4.3230403800475,2817675,57062087.92,11.361592741935
"49","2010-09-17",20.08,-0.2979145978153,1219041,24560386.53,4.9154879032258
"50","2010-09-20",19.98,-0.49800796812748,1419338,28576428.5,5.7231370967742
"51","2010-09-21",19.87,-0.55055055055055,749996,14950305.17,3.0241774193548
"52","2010-09-27",20.27,2.0130850528435,1028477,20701715.6,4.1470846774194
"53","2010-09-28",20.07,-0.98667982239763,972681,19658726.29,3.9221008064516
"54","2010-09-29",19.5,-2.8400597907324,1136300,22559507.56,4.5818548387097
"55","2010-09-30",19.86,1.8461538461538,658741,13033770.66,2.6562137096774
"56","2010-10-08",20.3,2.2155085599194,1326554,27035171.93,5.3490080645161
"57","2010-10-11",20.57,1.3300492610837,1992501,40285006.03,8.0342782258065
"58","2010-10-12",20.83,1.2639766650462,1915911,39571797.45,7.7254475806452
"59","2010-10-13",20.56,-1.2962073931829,3551243,72221871.53,11.455622580645
"60","2010-10-14",20.16,-1.9455252918288,2146598,43953973.56,6.9245096774194
"61","2010-10-15",19.69,-2.3313492063492,2437885,48773514.61,7.8641451612903
"62","2010-10-18",19.38,-1.5744032503809,1761548,33763725.35,5.6824129032258
"63","2010-10-19",19.99,3.1475748194014,1594667,31647045.76,5.1440870967742
"64","2010-10-20",20.92,4.6523261630816,3423809,70202680.66,11.04454516129
"65","2010-10-21",20.84,-0.38240917782028,2074597,43137158.67,6.6922483870968
