"","Date","Close","ChgPer","Vol","Amt","Hsl"
"1","2011-04-28",17.25,-9.2105263157895,7983225,145201367.2,31.18447265625
"2","2011-04-29",16.62,-3.6521739130435,4064500,66543950.37,15.876953125
"3","2011-05-03",16.72,0.60168471720817,2102208,34877461.84,8.21175
"4","2011-05-04",16.4,-1.9138755980861,1628003,26932707.2,6.35938671875
"5","2011-05-05",16.38,-0.12195121951219,977447,16065399.47,3.81815234375
"6","2011-05-06",16.69,1.8925518925519,1557271,26020503.74,6.08308984375
"7","2011-05-09",17.14,2.6962252846016,1517220,25797695.66,5.926640625
"8","2011-05-10",17.27,0.75845974329054,1723276,29453457.64,6.731546875
"9","2011-05-11",17.28,0.05790387955994,994221,17053703.14,3.88367578125
"10","2011-05-12",18.26,5.6712962962963,3695828,66906767.7,14.436828125
"11","2011-05-13",19.09,4.5454545454545,5029744,94576172.62,19.6474375
"12","2011-05-16",18.88,-1.1000523834468,3510066,66627409.43,13.7111953125
"13","2011-05-17",19.18,1.5889830508475,4800110,90926781,18.7504296875
"14","2011-05-18",19.23,0.2606882168926,4379225,83951283,17.10634765625
"15","2011-05-19",19.63,2.0800832033281,5736172,112937212.87,22.406921875
"16","2011-05-20",18.8,-4.2282221090168,3422491,65797258.03,13.36910546875
"17","2011-05-23",18.78,-0.1063829787234,2640126,49771063.54,10.3129921875
"18","2011-05-24",18.2,-3.0883919062833,2017553,36846044.95,7.88106640625
"19","2011-05-25",17.8,-2.1978021978022,1482099,26445244.76,5.78944921875
"20","2011-05-26",17.8,0,1209954,21475256.46,4.7263828125
"21","2011-05-27",18.3,2.8089887640449,2075293,37408453.17,8.10661328125
"22","2011-05-30",19.04,4.0437158469945,4251870,80185752.87,16.6088671875
"23","2011-05-31",19.21,0.89285714285715,4629886,88969227.17,18.0854921875
"24","2011-06-01",19.68,2.4466423737637,6076011,118332558.67,23.73441796875
"25","2011-06-02",19.48,-1.0162601626016,3621910,69582805.55,14.1480859375
"26","2011-06-03",19.68,1.0266940451745,4743053,92774335.44,18.52755078125
"27","2011-06-07",19.5,-0.91463414634146,5181943,102516017.5,20.24196484375
"28","2011-06-08",19.53,0.15384615384616,4210050,82633983.89,16.4455078125
"29","2011-06-09",17.6,-9.8822324628776,4651841,84966947.34,18.17125390625
"30","2011-06-10",17.32,-1.5909090909091,2355257,40190003.68,9.20022265625
"31","2011-06-13",17.22,-0.57736720554273,1189259,20397843.18,4.64554296875
"32","2011-06-14",18.51,7.4912891986063,4049689,73543066.63,15.81909765625
"33","2011-06-15",18.3,-1.1345218800648,2112915,38914722.25,8.25357421875
"34","2011-06-16",17.78,-2.8415300546448,1005222,17954168.36,3.9266484375
"35","2011-06-17",18.12,1.9122609673791,3363679,61825255.05,13.13937109375
"36","2011-06-20",18.21,0.49668874172185,1549320,28193980.55,6.05203125
"37","2011-06-21",18.8,3.2399780340472,3180236,59091556.9,12.422796875
"38","2011-06-22",18.28,-2.7659574468085,2046840,37899875.69,7.99546875
"39","2011-06-23",18.28,0,2795810,50185774.33,10.9211328125
"40","2011-06-24",18.28,NA,NA,NA,NA
"41","2011-06-27",18.6,1.7505470459519,2975944,55090163.28,11.62478125
"42","2011-06-28",18.85,1.3440860215054,2477812,46604956.01,9.678953125
"43","2011-06-29",17.88,-5.1458885941645,2725862,49838702.09,10.6478984375
"44","2011-06-30",17.97,0.50335570469799,1373127,24712827,5.36377734375
"45","2011-07-01",18.09,0.66777963272121,1157254,20972370.84,4.5205234375
"46","2011-07-04",18.6,2.8192371475954,1746131,32168657.3,6.82082421875
"47","2011-07-05",18.46,-0.75268817204301,1520144,28077022.11,5.9380625
"48","2011-07-06",19.15,3.7378114842903,3537127,66928327.65,13.81690234375
"49","2011-07-07",19.2,0.26109660574413,4876191,94034015.63,19.04762109375
"50","2011-07-08",19.42,1.1458333333333,2803144,54126739.5,10.94978125
"51","2011-07-11",19.22,-1.0298661174048,2433114,46924690.54,9.5043515625
"52","2011-07-12",18.39,-4.318418314256,2632502,49076869.42,10.2832109375
"53","2011-07-13",18.71,1.7400761283306,1592458,29601737.5,6.2205390625
"54","2011-07-14",19.22,2.7258150721539,2840347,53825168.55,11.09510546875
"55","2011-07-15",19.95,3.7981269510926,4572330,89900637.64,17.8606640625
"56","2011-07-18",20.48,2.65664160401,8304530,171575109.54,32.4395703125
"57","2011-07-19",20.78,1.46484375,4724954,97406747.9,18.4568515625
"58","2011-07-20",20.18,-2.8873917228104,4721633,97350855.95,18.44387890625
"59","2011-07-21",19.73,-2.2299306243806,2316341,46008454.53,9.04820703125
"60","2011-07-22",19.99,1.317790167258,1837232,36525530.46,7.1766875
"61","2011-07-25",18.6,-6.9534767383692,2569021,49173361.6,10.03523828125
"62","2011-07-26",18.58,-0.10752688172045,1742234,32317037.5,6.8056015625
"63","2011-07-27",19.19,3.2831001076426,2717075,51392803.89,10.61357421875
"64","2011-07-28",19.18,-0.052110474205323,2597282,49959150.83,8.11650625
"65","2011-07-29",18.78,-2.0855057351408,1786340,34101672.9,5.5823125
"66","2011-08-01",19.25,2.5026624068158,2721383,52221808.37,8.504321875
"67","2011-08-02",18.44,-4.2077922077922,4152143,76037075.13,12.975446875
"68","2011-08-03",18.5,0.32537960954446,2437981,45074852.49,7.618690625
"69","2011-08-04",18.55,0.27027027027027,1422471,26489142.31,4.445221875
"70","2011-08-05",18,-2.9649595687332,1797915,32349642.75,5.618484375
