"","Date","Close","ChgPer","Vol","Amt","Hsl"
"1","2015-03-25",42.57,44.012178619756,20700,881199,0.12738461538462
"2","2015-03-26",46.83,10.00704721635,7500,351225,0.046153846153846
"3","2015-03-27",51.51,9.9935938500961,22100,1138371,0.136
"4","2015-03-30",56.66,9.9980586293924,35200,1994432,0.21661538461538
"5","2015-03-31",60.53,6.8302153194494,7385867,446639593,45.451489230769
"6","2015-04-01",60.57,0.066082934082272,4032710,242546542,24.816676923077
"7","2015-04-02",64.57,6.6039293379561,4404862,277878143,27.106843076923
"8","2015-04-03",67.95,5.2346290847143,3470916,227710263,21.359483076923
"9","2015-04-07",69.54,2.3399558498896,2850821,199042093,17.543513846154
"10","2015-04-08",67.38,-3.1061259706644,3104979,209778316,19.107563076923
"11","2015-04-09",69.29,2.8346690412585,2998948,201573839,18.455064615385
"12","2015-04-10",69.25,-0.057728387934776,1826424,126592791,11.239532307692
"13","2015-04-13",70.39,1.6462093862816,2261232,159508492,13.915273846154
"14","2015-04-14",68.75,-2.3298764028981,2159539,149413044,13.289470769231
"15","2015-04-15",65,-5.4545454545455,1739706,115309391,10.705883076923
"16","2015-04-16",66.63,2.5076923076923,1282541,84727111,7.89256
"17","2015-04-17",66.13,-0.75041272699985,1492335,99650451,9.1836
"18","2015-04-20",65.52,-0.92242552548011,1327793,88272168,8.1710338461538
"19","2015-04-21",67.45,2.9456654456655,1230423,82251596,7.5718338461538
"20","2015-04-22",68.13,1.0081541882876,1598690,108972139,9.8380923076923
"21","2015-04-23",67.85,-0.41097901071481,1576047,106650287,9.6987507692308
"22","2015-04-24",69.03,1.7391304347826,1980558,136240775,12.188049230769
"23","2015-04-27",75.93,9.9956540634507,4208575,310192863,25.898923076923
"24","2015-04-28",75.96,0.039510075069125,3720514,285866627,22.895470769231
"25","2015-04-29",78.17,2.9094260136914,2486464,188687648,15.301316923077
"26","2015-04-30",78.98,1.0362031469873,2795052,227988181,17.20032
"27","2015-05-04",77.55,-1.8105849582173,1474894,114996065,9.0762707692308
"28","2015-05-05",75.03,-3.2495164410058,1702781,128804835,10.478652307692
"29","2015-05-06",73.3,-2.3057443689191,1300120,97734253,8.0007384615385
"30","2015-05-07",71.82,-2.0190995907231,942140,67890586,5.7977846153846
"31","2015-05-08",76.04,5.8758006126427,1406749,104538241,8.6569169230769
"32","2015-05-11",83.64,9.9947396107312,2039923,166531504,12.553372307692
"33","2015-05-12",89.97,7.5681492109039,3248511,285704167,19.990836923077
"34","2015-05-13",93.37,3.7790374569301,2231815,203656514,13.734246153846
"35","2015-05-14",94.15,0.83538609831852,1369898,127847261,8.4301415384615
"36","2015-05-15",103.57,10.005310674456,2860792,286090737,17.604873846154
"37","2015-05-18",108.72,4.9724823790673,2450017,264956407,15.077027692308
"38","2015-05-19",103.49,-4.8105224429728,2206787,229977809,13.580227692308
"39","2015-05-20",108.95,5.2758720649338,2179935,231880294,13.414984615385
"40","2015-05-21",109.56,0.5598898577329,1763025,194938765,10.849384615385
"41","2015-05-22",108.32,-1.1317999269807,2136760,233434493,13.149292307692
"42","2015-05-25",116.13,7.21011816839,2318383,257562568,14.266972307692
"43","2015-05-26",121.95,5.0116249031258,1603528,193065521,9.8678646153846
"44","2015-05-27",134.15,10.004100041,1761305,230385816,10.8388
"45","2015-05-28",122.94,-8.3563175549758,3824913,556434994,23.537926153846
"46","2015-05-29",129.31,5.1813892955913,3258088,409110231,20.049772307692
"47","2015-06-01",129.22,-0.069600185600498,1868045,239875119,11.495661538462
"48","2015-06-02",126.6,-2.0275499148739,1583227,198580853,9.7429353846154
"49","2015-06-03",139.26,10,2292713,310016588,14.109003076923
"50","2015-06-04",153,9.8664368806549,2865253,416428751,17.632326153846
"51","2015-06-05",153.39,0.2549019607843,1955366,302954527,12.033021538462
"52","2015-06-08",153.66,0.17602190494818,1506387,223941263,9.2700738461538
"53","2015-06-09",145.79,-5.121697253677,840162,124150537,5.1702276923077
"54","2015-06-10",149.9,2.8191233966664,858549,127869556,5.2833784615385
"55","2015-06-11",156.94,4.6964643095397,1222286,188891290,7.52176
"56","2015-06-12",153.1,-2.4467949534854,858830,131897385,5.2851076923077
"57","2015-06-15",139.32,-9.0006531678641,1105154,159920558,6.8009476923077
"58","2015-06-16",142.72,2.4404249210451,946956,132894018,5.8274215384615
"59","2015-06-17",143.68,0.67264573991032,562571,79799425,3.4619753846154
"60","2015-06-18",141,-1.8652561247216,680439,96547364,4.1873169230769
"61","2015-06-19",141.83,0.58865248226951,1167966,164498697,7.1874830769231
"62","2015-06-23",156.01,9.997884791652,1077501,168071601,6.6307753846154
"63","2015-06-24",171.61,9.9993590154477,3730034,632776438,22.954055384615
"64","2015-06-25",155.9,-9.1544781772624,2619314,420332796,16.118855384615
"65","2015-06-26",140.65,-9.7819114817191,2036027,287414671,12.529396923077
"66","2015-06-29",126.66,-9.9466761464629,1741280,231895984,10.715569230769
"67","2015-06-30",137.99,8.9452076425075,1801732,224130909,11.087581538462
"68","2015-07-01",127.66,-7.4860497137474,1597345,214984341,9.8298153846154
"69","2015-07-02",132.27,3.6111546294846,1308950,162589109,8.0550769230769
"70","2015-07-03",141.07,6.6530581386558,1589339,213579971,9.7805476923077
