"","Code","Name","IPO_Date","Forty4","Days","FirstHslRe","PE","APS","Rate"
"212","300556.SZ","丝路视觉","2016-11-04",TRUE,26,52.3441913010721,22.99,3.45,0.03
"213","300557.SZ","理工光科","2016-11-01",TRUE,19,34.6620450606586,22.99,7.58,0.0147
"214","300559.SZ","佳发安泰","2016-11-01",TRUE,14,45.0000000000004,22.99,7.25,0.0161
"215","300560.SZ","中富通","2016-11-01",TRUE,19,27.3906250000002,22.99,5.88,0.0159
"216","603716.SH","塞力斯","2016-10-31",TRUE,14,20.8852459016392,22.98,15.4,0.0156
"217","603888.SH","新华网","2016-10-28",TRUE,13,26.3895342688633,22.99,12.14,0.0429
"218","600926.SH","杭州银行","2016-10-27",TRUE,4,6.89076913356661,10.23,14.32,0.128
"219","603258.SH","电魂网络","2016-10-26",TRUE,15,18.5093780848962,18.16,5.96,0.0454
"220","603667.SH","五洲新春","2016-10-25",TRUE,15,26.7724867724871,22.96,5.23,0.0423
"221","002816.SZ","和科达","2016-10-25",TRUE,17,26.8039026482256,22.98,4.93,0.0257
"222","002817.SZ","黄山胶囊","2016-10-25",TRUE,15,17.7056949097149,22.98,7.03,0.0247
"223","603859.SH","能科股份","2016-10-21",TRUE,18,27.5230247212797,22.97,5.36,0.0332
