"","Days","FirstHslRe","APS","Rate","Stage1","Stage3","Stage4","Sector1","S48","Prediction","ActDays","Error","Code"
"235",2.19722457733622,4.29768548624013,2.63905732961526,0.5936,0,0,1,0,0,7.80634648424112,9,2,"300473.SZ"
"236",2.99573227355399,3.16498143864303,1.77495235091167,0.0484,0,0,0,0,0,14.8005212159884,20,6,"300474.SZ"
"237",2.484906649788,3.5267606046375,1.5993875765806,0.2734,0,0,1,0,0,11.1235048580563,12,1,"300475.SZ"
"238",2.39789527279837,4.09625530389799,2.03208784529637,0.461,0,0,1,0,0,9.72137389547427,11,2,"300476.SZ"
"239",2.484906649788,3.70438364064989,1.81156209652423,0.2364,0,0,1,0,0,10.9129034550605,12,2,"300477.SZ"
"240",2.484906649788,4.4230486091968,1.92278773163446,0.271,0,0,1,0,0,11.6129366902864,12,1,"300478.SZ"
"241",2.63905732961526,4.89285225843987,1.52169899812609,0.276,0,0,1,0,0,14.1097503578923,14,0,"300479.SZ"
"242",3.13549421592915,3.77018382691751,1.54329810992956,0.1599,0,0,1,0,0,12.4290522852974,23,11,"300480.SZ"
"243",1.79175946922805,3.00578260940749,1.54543258245819,0.4675,0,0,1,0,0,9.47644532944786,6,3,"300481.SZ"
"244",2.63905732961526,3.70704342474161,2.10778601468898,0.3894,0,0,1,0,0,9.25082410972432,14,5,"300482.SZ"
"245",2.39789527279837,3.05555076876491,1.82616089594539,0.3154,0,0,1,0,0,9.43741872026048,11,2,"300483.SZ"
"246",2.99573227355399,3.21791474838864,2.13060982825424,0.0237,0,0,0,0,0,13.5425542170121,20,7,"300484.SZ"
"247",1.79175946922805,2.80787053638443,2.66722820658195,0.3663,0,0,1,0,0,6.83822177840409,6,0,"300485.SZ"
"248",1.6094379124341,3.26968415319386,1.53255686809814,0.3668,0,0,1,0,0,10.4175608298983,5,5,"300486.SZ"
"249",2.30258509299405,2.89137225822975,2.07944154167984,0.4727,0,0,1,0,0,7.87941791576589,10,3,"300487.SZ"
"250",1.6094379124341,3.69771130598175,2.15176220325946,0.1512,0,0,1,0,0,10.236997220182,5,5,"300488.SZ"
"251",2.39789527279837,3.63319054825335,2.18230268651097,0.4137,0,0,1,0,0,8.83156711812835,11,3,"300489.SZ"
"252",2.63905732961526,3.06187207605854,1.66581824587021,0.1691,0,0,0,0,0,14.1968012863462,14,0,"300490.SZ"
"253",2.70805020110221,4.04555439805267,1.52822785700856,0.1751,0,0,0,0,0,17.2413891668111,15,2,"300491.SZ"
"254",2.83321334405622,3.81148177620625,1.20896034583698,0.1883,0,0,0,0,0,18.2112485287595,17,1,"300492.SZ"
"255",3.09104245335832,3.40119738166217,1.31103187661934,0.147,0,0,0,0,0,16.8814608695346,22,6,"300493.SZ"
"256",2.63905732961526,3.7578723256009,1.88858365386359,0.1854,0,0,0,0,0,14.6772541927099,14,0,"300494.SZ"
"257",2.56494935746154,2.96623160915729,2.61885462229774,0.2913,0,0,0,0,0,9.83183927911159,13,4,"300495.SZ"
"258",3.04452243772342,3.29133899660192,2.19833507162025,0.2368,0,0,0,0,0,12.092520279797,21,9,"300496.SZ"
"259",2.70805020110221,2.39445674686593,2.02154756326093,0.1627,0,0,0,0,0,11.4931509096132,15,4,"300497.SZ"
"260",2.56494935746154,2.49763275515607,2.04381436403668,0.0231,0,0,0,0,0,12.4200203810211,13,1,"300499.SZ"
"261",2.39789527279837,2.97776138823275,2.28136145654242,0.023,0,0,0,0,0,12.4540883918861,11,1,"300500.SZ"
"262",2.39789527279837,3.00927649866174,2.27521389619791,0.0222,0,0,0,0,0,12.5446252113308,11,1,"300501.SZ"
"263",2.39789527279837,2.99573227355399,2.43973493114128,0.0267,0,0,0,0,0,11.8750319850924,11,0,"300502.SZ"
"264",2.63905732961526,2.89650251262649,1.82776990675109,0.0471,0,0,0,0,0,13.9681554801265,14,1,"300503.SZ"
"265",2.39789527279837,2.73848733328808,1.79674701073909,0.0457,0,0,0,0,0,13.7645508962085,11,2,"300505.SZ"
"266",2.70805020110221,2.95651156040071,1.39376637595859,0.0484,0,0,0,0,0,16.1009893054574,15,1,"300506.SZ"
"267",2.19722457733622,2.89949543591987,2.33698651971138,0.0221,0,0,0,0,0,12.0984312568652,9,3,"300507.SZ"
"268",2.70805020110221,3.61864651708281,1.96009478404727,0.0319,0,0,0,0,0,15.1398606230479,15,0,"300508.SZ"
"269",2.39789527279837,2.98994902879826,1.9154509415706,0.0246,0,0,0,0,0,13.9510958363118,11,2,"300509.SZ"
"270",2.30258509299405,3.52819707242345,1.84687876844913,0.0391,0,0,0,0,0,15.3995035724669,10,5,"300510.SZ"
